月份,監測項目,監測站,測站編號,有效測定日數(日),測定時數(時),月平均值(ppm),一小時值超過35ppm之時數(時),一小時值超過35ppm之時數(%),連續8小時之平均值超過9ppm次數(次),日平均值超過10ppm日數(日),日平均值超過10ppm日數(%),一小時值之最高值(ppm),一小時值之最高值(發生日),一小時值之最高值(發生時),連續8小時平均值之最高值(ppm)
105年10月,臭氧,信義站,2534516A0004,31,708,20.47,0,0,6,0.8,103.3,27,12,37.71,
105年10月,臭氧,南港站,2534116A0005,31,656,24.03,0,0,11,1.7,109.1,26,15,40.73,
105年10月,臭氧,內湖站,2534216A0011,31,702,23.94,0,0,10,1.4,108,26,13,41.82,
105年10月,臭氧,木柵站,2534016A0012,30,674,21.3,2,0.3,15,2.2,127.6,26,14,44.04,
105年10月,臭氧,承德站,2534316T0025,31,709,16.59,0,0,0,0,81.4,26,12,30.06,
105年10月,臭氧,中北站,2533916T0022,31,661,12.57,0,0,2,0.3,81.5,25,14,29.97,
104年1月,懸浮微粒,中正站,2533616A0015,31,724,44,157,1,0,83.92,17,0,0,0,0
104年1月,懸浮微粒,大直站,2533916A0007,31,726,61.2,246.44,1,1,129.52,17,3,0.4,1,3.2
104年1月,懸浮微粒,信義站,2534516A0004,31,732,41.86,160.3,1,0,83.48,17,0,0,0,0
104年1月,懸浮微粒,南港站,2534116A0005,27,665,45.01,177.46,1,1,92.83,17,0,0,0,0
104年1月,懸浮微粒,內湖站,2534216A0011,30,708,43.11,159.93,1,1,85.94,17,0,0,0,0
104年1月,懸浮微粒,木柵站,2534016A0012,27,680,35.38,130.62,1,2,86.16,22,0,0,0,0
104年1月,懸浮微粒,承德站,2534316T0025,26,657,52.41,177.9,1,1,99.89,17,0,0,0,0
104年1月,懸浮微粒,中北站,2533916T0022,27,676,55.05,150.9,1,2,89.13,22,0,0,0,0
104年2月,懸浮微粒,中正站,2533616A0015,28,643,42.94,128,5,10,92.46,18,0,0,0,0
104年2月,懸浮微粒,大直站,2533916A0007,28,649,55.1,181.21,13,11,126.44,18,0,0,1,3.6
104年2月,懸浮微粒,信義站,2534516A0004,28,662,40.03,145.5,18,10,101.14,18,0,0,0,0
104年2月,懸浮微粒,南港站,2534116A0005,28,657,41.96,153.38,5,11,96.49,18,0,0,0,0
104年2月,懸浮微粒,內湖站,2534216A0011,28,649,40.45,137,5,12,91.82,18,0,0,0,0
104年2月,懸浮微粒,木柵站,2534016A0012,27,639,35.28,115.62,18,12,85.75,18,0,0,0,0
104年2月,懸浮微粒,承德站,2534316T0025,28,658,49.9,163.02,5,11,101.48,5,0,0,0,0
104年2月,懸浮微粒,中北站,2533916T0022,28,672,55,133.3,21,23,94.33,18,0,0,0,0
104年3月,懸浮微粒,中正站,2533616A0015,31,723,39.29,120,22,21,82.7,30,0,0,0,0
104年3月,懸浮微粒,大直站,2533916A0007,29,712,49.35,173.39,22,22,101.27,22,0,0,0,0
104年3月,懸浮微粒,信義站,2534516A0004,31,734,37.23,139,23,5,79.5,22,0,0,0,0
104年3月,懸浮微粒,南港站,2534116A0005,31,716,40.71,141.11,23,6,90.9,22,0,0,0,0
104年3月,懸浮微粒,內湖站,2534216A0011,31,707,38.24,127.19,23,6,78.65,22,0,0,0,0
104年3月,懸浮微粒,木柵站,2534016A0012,31,716,31.81,122.61,19,19,67.98,22,0,0,0,0
104年3月,懸浮微粒,承德站,2534316T0025,31,722,37.71,141.3,22,23,76.41,22,0,0,0,0
104年3月,懸浮微粒,中北站,2533916T0022,31,744,53.21,158.7,17,19,110,17,0,0,0,0
104年4月,懸浮微粒,中正站,2533616A0015,30,705,40.66,119,17,20,73.05,17,0,0,0,0
104年4月,懸浮微粒,大直站,2533916A0007,29,694,45.79,133.72,17,20,75.67,17,0,0,0,0
104年4月,懸浮微粒,信義站,2534516A0004,30,707,35.05,109.7,17,11,58.92,16,0,0,0,0
104年4月,懸浮微粒,南港站,2534116A0005,28,680,37.3,107.45,1,21,57.72,17,0,0,0,0
104年4月,懸浮微粒,內湖站,2534216A0011,29,683,38.88,103.54,17,20,65,18,0,0,0,0
104年4月,懸浮微粒,木柵站,2534016A0012,28,666,35.68,104.78,18,16,58.23,17,0,0,0,0
104年4月,懸浮微粒,承德站,2534316T0025,30,702,37.37,103.61,17,21,63.66,17,0,0,0,0
104年4月,懸浮微粒,中北站,2533916T0022,30,718,55.12,193.8,18,18,114.84,18,0,0,0,0
104年5月,懸浮微粒,中正站,2533616A0015,28,665,31.92,110,1,14,51.92,6,0,0,0,0
104年5月,懸浮微粒,大直站,2533916A0007,31,734,41.39,125,8,16,76.09,7,0,0,0,0
104年5月,懸浮微粒,信義站,2534516A0004,30,698,33.56,102.2,8,15,58.4,15,0,0,0,0
104年5月,懸浮微粒,南港站,2534116A0005,29,703,31.32,105,8,15,56.71,6,0,0,0,0
104年5月,懸浮微粒,內湖站,2534216A0011,30,720,37.86,93,8,16,60.26,6,0,0,0,0
104年5月,懸浮微粒,木柵站,2534016A0012,25,644,36.68,97.94,8,15,68.74,14,0,0,0,0
104年5月,懸浮微粒,承德站,2534316T0025,30,717,32.73,110,7,13,56.88,7,0,0,0,0
104年5月,懸浮微粒,中北站,2533916T0022,31,724,53.97,202.2,1,20,98.25,7,1,0.1,0,0
104年6月,懸浮微粒,中正站,2533616A0015,30,716,33.52,99,26,14,40.29,26,0,0,0,0
104年6月,懸浮微粒,大直站,2533916A0007,27,644,32.64,65.02,27,15,40.42,27,0,0,0,0
104年6月,懸浮微粒,信義站,2534516A0004,26,621,33.49,84.7,22,12,40.08,16,0,0,0,0
104年6月,懸浮微粒,南港站,2534116A0005,27,676,28.41,188.18,30,11,47.52,30,0,0,0,0
104年6月,懸浮微粒,內湖站,2534216A0011,30,714,35.92,61.31,16,17,42.8,16,0,0,0,0
104年6月,懸浮微粒,木柵站,2534016A0012,30,713,27.9,69,4,15,35.5,4,0,0,0,0
104年6月,懸浮微粒,承德站,2534316T0025,30,717,28.5,95,5,16,37.67,29,0,0,0,0
104年6月,懸浮微粒,中北站,2533916T0022,30,710,35,93.2,1,23,62.29,2,0,0,0,0
104年7月,懸浮微粒,中正站,2533616A0015,31,707,27.39,84,17,11,41.04,25,0,0,0,0
104年7月,懸浮微粒,大直站,2533916A0007,30,723,31.55,139.63,8,10,49.54,17,0,0,0,0
104年7月,懸浮微粒,信義站,2534516A0004,31,732,31.3,119,29,14,42.6,24,0,0,0,0
104年7月,懸浮微粒,南港站,2534116A0005,29,710,44.07,929.9,7,16,73.46,21,5,0.7,0,0
104年7月,懸浮微粒,內湖站,2534216A0011,30,732,30.81,71.67,17,12,45.37,16,0,0,0,0
104年7月,懸浮微粒,木柵站,2534016A0012,30,716,24.07,59,16,13,33.17,4,0,0,0,0
104年7月,懸浮微粒,承德站,2534316T0025,29,719,33.69,134,14,8,46.63,17,0,0,0,0
104年7月,懸浮微粒,中北站,2533916T0022,30,720,33.3,83.3,17,15,50.35,17,0,0,0,0
104年8月,懸浮微粒,中正站,2533616A0015,30,722,24.27,67,3,11,39.79,11,0,0,0,0
104年8月,懸浮微粒,大直站,2533916A0007,27,665,28.23,96,21,19,48.88,11,0,0,0,0
104年8月,懸浮微粒,信義站,2534516A0004,27,623,27.71,103.2,11,13,40.61,11,0,0,0,0
104年8月,懸浮微粒,南港站,2534116A0005,27,679,36.89,161,2,15,72.58,5,0,0,0,0
104年8月,懸浮微粒,內湖站,2534216A0011,29,703,27.59,72,11,14,45.46,11,0,0,0,0
104年8月,懸浮微粒,木柵站,2534016A0012,30,713,21.7,74,7,16,46,7,0,0,0,0
104年8月,懸浮微粒,承德站,2534316T0025,29,717,28.4,95,28,11,46.08,11,0,0,0,0
104年8月,懸浮微粒,中北站,2533916T0022,28,700,30.64,124.9,28,16,48.84,11,0,0,0,0
104年9月,懸浮微粒,中正站,2533616A0015,27,660,30.37,83,22,11,47.23,23,0,0,0,0
104年9月,懸浮微粒,大直站,2533916A0007,29,695,36.78,204,4,9,54.14,23,1,0.1,0,0
104年9月,懸浮微粒,信義站,2534516A0004,27,659,28.76,76.3,22,11,46.3,23,0,0,0,0
104年9月,懸浮微粒,南港站,2534116A0005,22,576,39.4,105,3,19,60.21,23,0,0,0,0
104年9月,懸浮微粒,內湖站,2534216A0011,25,659,29.49,80,22,11,41.42,22,0,0,0,0
104年9月,懸浮微粒,木柵站,2534016A0012,29,691,23.55,72,22,12,38.42,23,0,0,0,0
104年9月,懸浮微粒,承德站,2534316T0025,28,689,33.94,86,22,10,49.17,23,0,0,0,0
104年9月,懸浮微粒,中北站,2533916T0022,28,663,36.31,165.7,7,21,55.76,15,0,0,0,0
104年10月,懸浮微粒,中正站,2533616A0015,31,733,34.92,118,29,14,63.67,29,0,0,0,0
104年10月,懸浮微粒,大直站,2533916A0007,28,692,32.39,101,29,13,59.67,12,0,0,0,0
104年10月,懸浮微粒,信義站,2534516A0004,28,659,29.38,95.3,29,14,52.28,29,0,0,0,0
104年10月,懸浮微粒,南港站,2534116A0005,31,725,47.22,142,29,18,79.13,29,0,0,0,0
104年10月,懸浮微粒,內湖站,2534216A0011,30,719,37.01,108,12,14,62.13,29,0,0,0,0
104年10月,懸浮微粒,木柵站,2534016A0012,30,719,21.29,75,29,15,41.08,1,0,0,0,0
104年10月,懸浮微粒,承德站,2534316T0025,28,697,35.2,185,1,16,63.45,1,0,0,0,0
104年10月,懸浮微粒,中北站,2533916T0022,31,731,37.51,97.9,29,16,66.41,13,0,0,0,0
104年11月,懸浮微粒,中正站,2533616A0015,30,688,32.21,97,7,1,80.68,7,0,0,0,0
104年11月,懸浮微粒,大直站,2533916A0007,28,674,24.37,97,7,11,41.76,13,0,0,0,0
104年11月,懸浮微粒,信義站,2534516A0004,30,708,23.46,77,7,10,47.4,7,0,0,0,0
104年11月,懸浮微粒,南港站,2534116A0005,26,656,40.89,151,9,6,75.33,8,0,0,0,0
104年11月,懸浮微粒,內湖站,2534216A0011,27,673,30,123,7,9,54.81,8,0,0,0,0
104年11月,懸浮微粒,木柵站,2534016A0012,29,695,14.79,70,9,5,32.33,8,0,0,0,0
104年11月,懸浮微粒,承德站,2534316T0025,26,665,26.37,90,24,3,57.13,7,0,0,0,0
104年11月,懸浮微粒,中北站,2533916T0022,22,552,33.04,174.7,18,16,63.08,7,0,0,0,0
104年12月,懸浮微粒,中正站,2533616A0015,30,697,35.4,121,16,14,67.04,3,0,0,0,0
104年12月,懸浮微粒,大直站,2533916A0007,31,737,36.08,119,16,15,96.92,16,0,0,0,0
104年12月,懸浮微粒,信義站,2534516A0004,31,716,28.29,95,3,16,71.17,16,0,0,0,0
104年12月,懸浮微粒,南港站,2534116A0005,25,649,44.81,168,15,17,102.92,16,0,0,0,0
104年12月,懸浮微粒,內湖站,2534216A0011,30,710,35.94,122,16,13,95.29,16,0,0,0,0
104年12月,懸浮微粒,木柵站,2534016A0012,31,740,21.81,76,16,8,59,16,0,0,0,0
104年12月,懸浮微粒,承德站,2534316T0025,28,683,36.15,126,31,18,94.92,16,0,0,0,0
104年12月,懸浮微粒,中北站,2533916T0022,22,539,33,200.7,16,16,86.2,31,1,0.2,0,0
105年1月,懸浮微粒,中正站,2533616A0015,31,662,35.99,122,28,12,73.17,19,0,0,0,0
105年1月,懸浮微粒,大直站,2533916A0007,31,683,33.52,104,15,12,78.54,19,0,0,0,0
105年1月,懸浮微粒,信義站,2534516A0004,29,652,24.39,115.2,6,20,54.31,19,0,0,0,0
105年1月,懸浮微粒,南港站,2534116A0005,29,658,38.63,132,2,14,85.54,19,0,0,0,0
105年1月,懸浮微粒,內湖站,2534216A0011,31,669,32.21,105,19,4,74.54,19,0,0,0,0
105年1月,懸浮微粒,木柵站,2534016A0012,31,684,18.59,94,28,14,41.13,2,0,0,0,0
105年1月,懸浮微粒,承德站,2534316T0025,30,666,34.62,102,28,11,72.79,2,0,0,0,0
105年1月,懸浮微粒,中北站,2533916T0022,27,597,40.82,142.4,1,0,88.88,19,0,0,0,0
105年2月,懸浮微粒,中正站,2533616A0015,29,689,38.43,151,20,19,95.71,6,0,0,0,0
105年2月,懸浮微粒,大直站,2533916A0007,29,693,35.88,158,20,19,99.04,21,0,0,0,0
105年2月,懸浮微粒,信義站,2534516A0004,29,665,27.47,119.3,20,19,77.37,21,0,0,0,0
105年2月,懸浮微粒,南港站,2534116A0005,27,663,36.82,198,21,5,94.79,21,0,0,0,0
105年2月,懸浮微粒,內湖站,2534216A0011,28,666,35.67,171,20,18,92.5,6,0,0,0,0
105年2月,懸浮微粒,木柵站,2534016A0012,24,591,19.92,80,20,19,52.46,6,0,0,0,0
105年2月,懸浮微粒,承德站,2534316T0025,29,695,37.26,153,20,18,92.38,6,0,0,0,0
105年2月,懸浮微粒,中北站,2533916T0022,26,630,44.76,253.5,15,12,109.15,21,2,0.3,0,0
105年3月,懸浮微粒,中正站,2533616A0015,30,711,40.79,146,31,15,88.33,31,0,0,0,0
105年3月,懸浮微粒,大直站,2533916A0007,28,698,39.12,141,31,19,91.25,31,0,0,0,0
105年3月,懸浮微粒,信義站,2534516A0004,31,716,25.63,114.3,31,15,50.54,31,0,0,0,0
105年3月,懸浮微粒,南港站,2534116A0005,30,713,41.22,153,30,0,71,30,0,0,0,0
105年3月,懸浮微粒,內湖站,2534216A0011,29,695,36.26,130,31,19,58.17,8,0,0,0,0
105年3月,懸浮微粒,木柵站,2534016A0012,20,485,26.52,78,31,16,43,31,0,0,0,0
105年3月,懸浮微粒,承德站,2534316T0025,19,516,41.56,147,30,17,90.04,30,0,0,0,0
105年3月,懸浮微粒,中北站,2533916T0022,26,660,43.33,95.8,18,16,65.4,30,0,0,0,0
105年4月,懸浮微粒,中正站,2533616A0015,30,662,45.37,113,29,20,78,30,0,0,0,0
105年4月,懸浮微粒,大直站,2533916A0007,30,717,41.55,110,29,12,89,29,0,0,0,0
105年4月,懸浮微粒,信義站,2534516A0004,26,534,28.33,91,7,12,66,29,0,0,0,0
105年4月,懸浮微粒,南港站,2534116A0005,27,620,58.02,132,29,17,105,29,0,0,0,0
105年4月,懸浮微粒,內湖站,2534216A0011,30,714,46.26,121,29,11,93,29,0,0,0,0
105年4月,懸浮微粒,木柵站,2534016A0012,30,701,30.76,92,20,19,51,7,0,0,0,0
105年4月,懸浮微粒,承德站,2534316T0025,30,715,54.54,165,30,14,125,30,0,0,1,3.3
105年4月,懸浮微粒,中北站,2533916T0022,7,108,62.25,125,29,13,105,29,0,0,0,0
105年5月,懸浮微粒,中正站,2533616A0015,30,715,32,83,3,23,53,1,0,0,0,0
105年5月,懸浮微粒,大直站,2533916A0007,28,702,31,81,3,23,54,1,0,0,0,0
105年5月,懸浮微粒,信義站,2534516A0004,31,734,23,56,27,12,39,4,0,0,0,0
105年5月,懸浮微粒,南港站,2534116A0005,24,656,40,100,4,0,69,1,0,0,0,0
105年5月,懸浮微粒,內湖站,2534216A0011,31,727,32,95,11,9,57,1,0,0,0,0
105年5月,懸浮微粒,木柵站,2534016A0012,31,744,24,55,5,13,36,1,0,0,0,0
105年5月,懸浮微粒,承德站,2534316T0025,30,721,39,126,7,6,72,1,0,0,0,0
105年5月,懸浮微粒,中北站,2533916T0022,28,675,44,97,22,0,70,4,0,0,0,0
105年6月,懸浮微粒,中正站,2533616A0015,30,685,26.17,56,3,16,34.4,16,0,0,0,0
105年6月,懸浮微粒,大直站,2533916A0007,30,720,23.62,67,20,9,32.9,23,0,0,0,0
105年6月,懸浮微粒,信義站,2534516A0004,27,569,22.97,57,23,14,39.8,13,0,0,0,0
105年6月,懸浮微粒,南港站,2534116A0005,30,668,32.05,95,27,1,45.5,4,0,0,0,0
105年6月,懸浮微粒,內湖站,2534216A0011,30,692,28.4,53,7,14,38.2,23,0,0,0,0
105年6月,懸浮微粒,木柵站,2534016A0012,30,665,19.29,53,29,16,27.4,29,0,0,0,0
105年6月,懸浮微粒,承德站,2534316T0025,30,710,24.41,101,7,14,32.7,27,0,0,0,0
105年6月,懸浮微粒,中北站,2533916T0022,29,564,30.14,78,13,15,41.6,23,0,0,0,0
105年7月,懸浮微粒,中正站,2533616A0015,31,671,26.79,75,26,10,42,24,0,0,0,0
105年7月,懸浮微粒,大直站,2533916A0007,31,741,26.07,64,26,10,38.9,22,0,0,0,0
105年7月,懸浮微粒,信義站,2534516A0004,31,705,24.06,95,22,19,37,23,0,0,0,0
105年7月,懸浮微粒,南港站,2534116A0005,31,725,28.02,88,17,2,42.1,26,0,0,0,0
105年7月,懸浮微粒,內湖站,2534216A0011,31,723,31.3,96,13,10,47.2,26,0,0,0,0
105年7月,懸浮微粒,木柵站,2534016A0012,31,738,19.51,52,24,13,30.6,24,0,0,0,0
105年7月,懸浮微粒,承德站,2534316T0025,31,679,29.14,105,31,20,47.8,29,0,0,0,0
105年7月,懸浮微粒,中北站,2533916T0022,31,711,32.88,110,28,7,54,28,0,0,0,0
105年8月,懸浮微粒,中正站,2533616A0015,31,723,26.61,79,31,13,50.4,31,0,0,0,0
105年8月,懸浮微粒,大直站,2533916A0007,31,740,24.19,85,31,13,55,31,0,0,0,0
105年8月,懸浮微粒,信義站,2534516A0004,31,612,24.11,80.4,9,15,50.7,16,0,0,0,0
105年8月,懸浮微粒,南港站,2534116A0005,31,698,28.09,82,31,17,54.7,28,0,0,0,0
105年8月,懸浮微粒,內湖站,2534216A0011,31,690,28.94,103,31,17,58.1,31,0,0,0,0
105年8月,懸浮微粒,木柵站,2534016A0012,29,652,20.34,67,24,0,33.7,31,0,0,0,0
105年8月,懸浮微粒,承德站,2534316T0025,29,584,44.82,114,23,15,73.2,17,0,0,0,0
105年8月,懸浮微粒,中北站,2533916T0022,30,642,35.73,102,22,8,66,17,0,0,0,0
105年9月,懸浮微粒,中正站,2533616A0015,30,679,26.71,65,19,11,49.2,1,0,0,0,0
105年9月,懸浮微粒,大直站,2533916A0007,30,702,26.31,93,7,11,50.6,1,0,0,0,0
105年9月,懸浮微粒,信義站,2534516A0004,30,689,20.39,66.9,2,13,41.4,1,0,0,0,0
105年9月,懸浮微粒,南港站,2534116A0005,30,681,34.92,107,28,12,63.5,28,0,0,0,0
105年9月,懸浮微粒,內湖站,2534216A0011,30,684,29.92,76,1,14,52.5,1,0,0,0,0
105年9月,懸浮微粒,木柵站,2534016A0012,27,603,19.81,61,1,15,34.3,19,0,0,0,0
105年9月,懸浮微粒,承德站,2534316T0025,30,702,35.71,108,28,0,74.5,1,0,0,0,0
105年9月,懸浮微粒,中北站,2533916T0022,28,599,26.07,73.8,1,16,51.3,1,0,0,0,0
105年10月,懸浮微粒,中正站,2533616A0015,31,642,24.52,94,27,22,57.8,26,0,0,0,0
105年10月,懸浮微粒,大直站,2533916A0007,31,624,25.1,77,26,14,62.3,27,0,0,0,0
105年10月,懸浮微粒,信義站,2534516A0004,31,661,21.58,94,27,13,48.1,27,0,0,0,0
105年10月,懸浮微粒,南港站,2534116A0005,31,614,31.07,114,26,21,71.4,28,0,0,0,0
105年10月,懸浮微粒,內湖站,2534216A0011,31,670,26.68,108,27,0,65.5,27,0,0,0,0
105年10月,懸浮微粒,木柵站,2534016A0012,29,587,18.32,77,27,15,47.5,27,0,0,0,0
105年10月,懸浮微粒,承德站,2534316T0025,31,689,31.25,99,26,12,72.2,27,0,0,0,0
105年10月,懸浮微粒,中北站,2533916T0022,30,496,25.28,74,25,19,50.5,28,0,0,0,0
